CanalID,Nome_Canal,Plataforma,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao
235,Telefone,Zendesk,"2022-05-04 00:00:00","2024-07-21 00:00:00","Prescott Brito","Otto Rocha"
236,E-mail,Intercom,"2023-01-11 00:00:00","2024-11-02 00:00:00","Lila Morais","Edward Barboza"
237,Telefone,SproutSocial,"2020-05-17 00:00:00","2023-12-05 00:00:00","Demetria Reis","Craig Monteiro"
238,Telegram,Zendesk,"2022-04-26 00:00:00","2024-04-24 00:00:00","Keegan Custodio","Paul Cunha"
239,Chatbot,SalesforeceServiceNow,"2024-05-20 00:00:00","2024-01-27 00:00:00","Cody de Oliveira","Dale Evangelista"
240,Telefone,LiveChat,"2021-04-04 00:00:00","2024-04-19 00:00:00","Miranda Torres","Giselle Santiago"
241,Chat,Five9,"2023-03-06 00:00:00","2024-10-04 00:00:00","Xander Lima","Serina de Castro"
242,Telefone,SproutSocial,"2023-11-30 00:00:00","2024-01-08 00:00:00","Lael Freire","Brennan Bueno"
243,Telegram,HootSuite,"2020-01-09 00:00:00","2023-10-06 00:00:00","Tanner Maciel","Kessie Teixeira"
244,RedesSociais,Freshdesk,"2021-04-21 00:00:00","2025-03-21 00:00:00","Darryl Santos","Keefe Gonzaga"
245,SMS,Intercom,"2021-06-11 00:00:00","2024-11-07 00:00:00","Maia Moura","Garth Farias"
246,RedesSociais,Intercom,"2023-06-02 00:00:00","2024-04-10 00:00:00","Kaseem Xavier","Sonia Marinho"
247,Chat,Zendesk,"2023-01-01 00:00:00","2024-11-29 00:00:00","Gemma Nascimento","Imelda de Souza"
248,SMS,HootSuite,"2023-12-02 00:00:00","2024-05-21 00:00:00","Shaine Teles","Russell Machado"
249,WhatsApp,SproutSocial,"2020-01-04 00:00:00","2024-10-18 00:00:00","Wilma Marques","Nyssa Paiva"
250,Chatbot,Intercom,"2024-02-23 00:00:00","2024-01-30 00:00:00","Ulla Sousa","Cullen Souza"
251,SMS,HootSuite,"2021-07-02 00:00:00","2023-12-18 00:00:00","Murphy Bastos","Kirk Guedes"
252,RedesSociais,Five9,"2020-08-07 00:00:00","2025-05-12 00:00:00","Shannon Teodoro","Melvin Reis"
253,Telefone,Freshdesk,"2021-02-11 00:00:00","2025-02-18 00:00:00","Althea Faria","Hashim Siqueira"
254,WhatsApp,SproutSocial,"2022-06-09 00:00:00","2025-05-23 00:00:00","Aretha Sampaio","Latifah Domingos"
255,WhatsApp,Zendesk,"2023-02-07 00:00:00","2023-11-16 00:00:00","Hayes Batista","Patrick Mendes"
256,E-mail,SproutSocial,"2024-04-25 00:00:00","2025-02-02 00:00:00","Brett Simoes","Lael Pinheiro"
257,Telegram,Five9,"2023-08-04 00:00:00","2025-05-04 00:00:00","Lucy Barbosa","Quynn Barbosa"
258,E-mail,HootSuite,"2024-03-20 00:00:00","2024-06-06 00:00:00","Josiah Bueno","Hilary Ramos"
259,SMS,Drift,"2023-05-13 00:00:00","2025-05-11 00:00:00","Quynn dos Santos","Ivory Matos"
260,RedesSociais,Zendesk,"2020-05-01 00:00:00","2024-10-27 00:00:00","Naida Silveira","Alvin Rezende"
261,App,SproutSocial,"2020-03-29 00:00:00","2024-08-25 00:00:00","Gil do Carmo","Clayton Cavalcante"
262,E-mail,HootSuite,"2023-01-09 00:00:00","2025-06-01 00:00:00","Yvette Ferreira","Burton Lima"
263,Chat,Ticketing,"2024-05-04 00:00:00","2024-01-14 00:00:00","Rinah de Sousa","Martena Amorim"
264,Telegram,HootSuite,"2021-05-22 00:00:00","2024-09-18 00:00:00","Melvin Reis","Jenna Furtado"
265,WhatsApp,SalesforeceServiceNow,"2023-06-18 00:00:00","2025-09-05 00:00:00","Asher Santiago","Aladdin Marinho"
266,E-mail,LiveChat,"2020-04-22 00:00:00","2025-02-04 00:00:00","Kaitlin Rodrigues","Hop Ramos"
267,E-mail,Zendesk,"2020-09-15 00:00:00","2024-03-06 00:00:00","Judith Das Chagas","Mira Medeiros"
268,E-mail,HootSuite,"2024-05-10 00:00:00","2025-01-19 00:00:00","Keith Torres","Coby Ferreira"
269,App,SproutSocial,"2023-04-30 00:00:00","2025-07-17 00:00:00","Samson Amorim","Barrett Barros"
270,WhatsApp,Intercom,"2021-02-20 00:00:00","2025-04-30 00:00:00","Rahim Dutra","Ila Figueiredo"
271,RedesSociais,SproutSocial,"2024-03-13 00:00:00","2025-01-24 00:00:00","Adara Soares","Noel Cruz"
272,App,Ticketing,"2020-09-15 00:00:00","2025-07-11 00:00:00","Illana Chagas","Noble Moreira"
273,Chat,HootSuite,"2020-01-28 00:00:00","2023-11-13 00:00:00","Caesar Marinho","James de Paula"
274,WhatsApp,Zendesk,"2021-01-17 00:00:00","2025-07-14 00:00:00","Kane Marques","Kylan Brito"
275,SMS,Five9,"2021-09-29 00:00:00","2024-01-06 00:00:00","Skyler Coutinho","Alec Bastos"
276,Telefone,Zendesk,"2024-05-23 00:00:00","2025-01-31 00:00:00","Adam Duarte","Petra Candido"
277,Telefone,Five9,"2020-09-08 00:00:00","2025-08-30 00:00:00","Jennifer Amaral","Ainsley Moura"
278,RedesSociais,Zendesk,"2022-02-22 00:00:00","2025-06-04 00:00:00","Melvin Macedo","Yoko Torres"
279,SMS,Intercom,"2020-10-09 00:00:00","2024-06-29 00:00:00","Ronan Cordeiro","Neville Mendes"
280,WhatsApp,Ticketing,"2020-08-16 00:00:00","2024-04-09 00:00:00","Stephanie Domingues","Colt Lopes"
281,Telegram,Freshdesk,"2021-01-27 00:00:00","2024-09-09 00:00:00","Jillian Bento","Dolan Cabral"
282,Chat,LiveChat,"2023-03-16 00:00:00","2023-12-07 00:00:00","Ronan Figueiredo","Alma Tavares"
283,E-mail,Freshdesk,"2021-05-30 00:00:00","2024-08-09 00:00:00","Troy do Carmo","Wilma do Carmo"
284,RedesSociais,LiveChat,"2022-12-28 00:00:00","2025-05-27 00:00:00","Cyrus Muniz","Calvin Silveira"
285,Telefone,LiveChat,"2022-11-26 00:00:00","2024-07-12 00:00:00","Brittany Silva","Brooke Das Dores"
286,SMS,Drift,"2020-06-29 00:00:00","2025-01-20 00:00:00","Adrienne Amorim","Aquila Campos"
287,RedesSociais,Intercom,"2021-10-14 00:00:00","2024-09-21 00:00:00","Tashya Trindade","Vernon Teixeira"
288,Telegram,SproutSocial,"2021-08-07 00:00:00","2023-11-22 00:00:00","Lee Carvalho","Quemby Lima"
289,Telefone,Intercom,"2023-06-17 00:00:00","2025-01-31 00:00:00","Stella Pinheiro","Salvador Azevedo"
290,Telegram,Freshdesk,"2023-10-03 00:00:00","2024-11-30 00:00:00","Odysseus Moraes","Garrett de Paula"
291,Telegram,Ticketing,"2023-03-29 00:00:00","2024-03-31 00:00:00","Carl Dias","Keith de Paula"
292,Chatbot,LiveChat,"2021-02-20 00:00:00","2024-03-29 00:00:00","Noah Lima","Jescie Medeiros"
293,Chat,SproutSocial,"2022-03-28 00:00:00","2024-06-23 00:00:00","Sebastian de Almeida","Mona Gonzaga"
294,App,HootSuite,"2020-02-16 00:00:00","2025-09-13 00:00:00","Carissa de Andrade","Vincent Martins"
295,SMS,HootSuite,"2021-01-28 00:00:00","2025-08-11 00:00:00","Aidan de Castro","Signe de Moraes"
296,Telegram,Zendesk,"2020-12-04 00:00:00","2024-08-31 00:00:00","Rylee Queiroz","Calvin Moreira"
297,Chat,SproutSocial,"2021-08-09 00:00:00","2025-07-14 00:00:00","Galvin Souza","Rylee Nonato"
298,Telegram,SalesforeceServiceNow,"2021-07-24 00:00:00","2024-12-04 00:00:00","Jescie do Nascimento","Kirsten Teles"
299,SMS,Ticketing,"2021-11-28 00:00:00","2025-05-18 00:00:00","Illana Franca","Brianna Sousa"
300,Chatbot,Freshdesk,"2021-08-20 00:00:00","2024-11-23 00:00:00","James Rezende","Rosalyn Gonzaga"
301,E-mail,SproutSocial,"2021-09-21 00:00:00","2024-04-10 00:00:00","Lacey Guedes","Stephanie Santiago"
302,Chat,LiveChat,"2022-05-26 00:00:00","2024-10-29 00:00:00","Armand Chaves","Leandra de Andrade"
303,Telegram,Freshdesk,"2021-01-18 00:00:00","2024-11-05 00:00:00","Lysandra Antunes","Keelie de Paula"
304,RedesSociais,LiveChat,"2023-11-09 00:00:00","2025-01-28 00:00:00","Lars Firmino","Yuri Macedo"
305,E-mail,Ticketing,"2022-01-14 00:00:00","2025-04-04 00:00:00","Brianna Candido","Blake Bezerra"
306,SMS,Five9,"2024-04-07 00:00:00","2023-12-10 00:00:00","Malik Amorim","Colleen Tavares"
307,Chatbot,Five9,"2020-10-12 00:00:00","2024-09-26 00:00:00","Danielle da Luz","Harrison Fonseca"
308,Telefone,Drift,"2023-09-18 00:00:00","2023-11-10 00:00:00","Tatum Teodoro","Carter Souza"
309,SMS,Drift,"2020-08-25 00:00:00","2025-05-09 00:00:00","Ursula Mariano","Timothy Messias"
310,Telegram,Freshdesk,"2023-06-09 00:00:00","2023-11-09 00:00:00","Delilah Santos","Xanthus Coelho"
311,Chatbot,LiveChat,"2023-03-02 00:00:00","2024-06-26 00:00:00","Stuart Farias","Aphrodite Freitas"
312,Chatbot,SalesforeceServiceNow,"2020-02-06 00:00:00","2024-11-08 00:00:00","Tasha Dias","Lacey Campos"
313,Chat,SproutSocial,"2022-04-23 00:00:00","2024-12-20 00:00:00","Flynn Candido","Belle Paulino"
314,Telefone,Five9,"2024-03-05 00:00:00","2024-12-08 00:00:00","Eve Abreu","Demetria Cardoso"
315,Chat,SalesforeceServiceNow,"2020-02-10 00:00:00","2024-11-14 00:00:00","Herman Coelho","Lesley Faria"
316,RedesSociais,SalesforeceServiceNow,"2020-02-02 00:00:00","2024-02-17 00:00:00","Wade Pinto","Quon Domingos"
317,Telefone,Zendesk,"2024-09-06 00:00:00","2024-03-08 00:00:00","Haley Messias","Leslie Das Neves"
318,E-mail,Intercom,"2020-08-23 00:00:00","2024-03-16 00:00:00","Alfonso Silva","Noelani da Conceiçao"
319,RedesSociais,Five9,"2024-07-13 00:00:00","2025-01-02 00:00:00","Germaine Barboza","Shana Leite"
320,Telefone,SalesforeceServiceNow,"2024-03-23 00:00:00","2025-09-17 00:00:00","Diana Moreira","Doris Castro"
321,Chat,SproutSocial,"2022-02-28 00:00:00","2024-06-05 00:00:00","Frances Messias","Demetria Franca"
322,Telefone,HootSuite,"2022-12-27 00:00:00","2025-08-10 00:00:00","Uriel Peixoto","Calvin Braz"
323,Telefone,Drift,"2024-06-29 00:00:00","2024-05-15 00:00:00","Stewart Moreira","Allegra Farias"
324,Telegram,HootSuite,"2023-11-20 00:00:00","2025-09-05 00:00:00","Nevada Bastos","Jameson Antunes"
325,WhatsApp,Intercom,"2023-11-25 00:00:00","2024-01-06 00:00:00","Stone Das Gracas","Clare Bispo"
326,Telegram,Drift,"2021-03-25 00:00:00","2024-12-07 00:00:00","Brennan de Fatima","Odysseus Campos"
327,Telefone,Drift,"2023-01-31 00:00:00","2023-10-20 00:00:00","Kristen de Moura","Briar Melo"
328,SMS,LiveChat,"2023-08-20 00:00:00","2024-02-01 00:00:00","Shay de Moura","Quemby Santana"
329,SMS,Intercom,"2024-03-16 00:00:00","2023-10-13 00:00:00","Kyle Camargo","Clarke de Moura"
330,Telegram,Freshdesk,"2022-04-05 00:00:00","2025-01-21 00:00:00","Jackson Medeiros","Lee de Melo"
331,WhatsApp,Drift,"2022-07-12 00:00:00","2023-10-18 00:00:00","Nicholas Vasconcelos","Piper Borges"
332,SMS,SalesforeceServiceNow,"2023-05-17 00:00:00","2025-02-03 00:00:00","Hayden Morais","Maite dos Reis"
333,App,Intercom,"2023-06-29 00:00:00","2025-08-01 00:00:00","Alyssa Bispo","Barbara Siqueira"
334,Chat,Ticketing,"2023-03-09 00:00:00","2023-12-06 00:00:00","Denton do Nascimento","Ursula da Silveira"
335,E-mail,SalesforeceServiceNow,"2023-07-04 00:00:00","2024-08-12 00:00:00","Denton Inacio","Faith Santana"
336,E-mail,SalesforeceServiceNow,"2021-10-17 00:00:00","2024-06-08 00:00:00","Latifah Ferraz","Skyler de Andrade"
337,RedesSociais,SalesforeceServiceNow,"2023-11-30 00:00:00","2023-12-18 00:00:00","Yael Nogueira","Eaton Gomes"
338,E-mail,Freshdesk,"2023-07-30 00:00:00","2023-11-12 00:00:00","Autumn Mota","Mary Vasconcelos"
339,RedesSociais,SalesforeceServiceNow,"2022-08-02 00:00:00","2024-11-24 00:00:00","Claire Lopes","Macaulay Diniz"
340,Telefone,Freshdesk,"2021-10-08 00:00:00","2024-10-02 00:00:00","Aquila Feitosa","Gil Dantas"
341,Chatbot,LiveChat,"2024-05-22 00:00:00","2023-10-29 00:00:00","Aspen Rosa","Shad Campos"
342,E-mail,LiveChat,"2024-07-23 00:00:00","2025-01-27 00:00:00","Kimberly Correa","Norman de Lima"
343,Chat,HootSuite,"2024-05-07 00:00:00","2024-04-28 00:00:00","Mannix Lopes","Autumn Domingues"
344,SMS,Intercom,"2022-08-25 00:00:00","2024-10-26 00:00:00","Byron Bueno","Bryar Correia"
345,Telefone,Freshdesk,"2021-12-20 00:00:00","2023-12-17 00:00:00","Aquila Araujo","Kyle Diniz"
346,WhatsApp,SalesforeceServiceNow,"2021-09-29 00:00:00","2025-07-08 00:00:00","Chava Cordeiro","Leah Coutinho"
347,Chatbot,Zendesk,"2021-02-13 00:00:00","2023-11-11 00:00:00","Jeremy Pereira","Kerry Abreu"
348,Telefone,Five9,"2023-03-15 00:00:00","2023-11-11 00:00:00","Janna Ramos","Zane Das Chagas"
349,Chat,Drift,"2023-10-28 00:00:00","2024-04-14 00:00:00","Kalia Bezerra","Allistair Morais"
350,App,Zendesk,"2020-10-12 00:00:00","2024-10-17 00:00:00","Dalton Santiago","Sean Diniz"
351,Chatbot,Zendesk,"2022-04-06 00:00:00","2025-06-24 00:00:00","Heidi Aparecido","Abbot Ramos"
352,Chat,SproutSocial,"2023-01-13 00:00:00","2024-11-02 00:00:00","Fatima Matias","Upton Paiva"
353,SMS,Zendesk,"2023-07-14 00:00:00","2024-03-31 00:00:00","Demetria Carneiro","Fay Aguiar"
354,E-mail,Zendesk,"2024-08-06 00:00:00","2023-12-12 00:00:00","Abra Freitas","Nayda de Almeida"
355,RedesSociais,Freshdesk,"2023-02-06 00:00:00","2024-01-22 00:00:00","Adam Paulino","Roth Paulino"
356,E-mail,Drift,"2022-01-31 00:00:00","2025-05-19 00:00:00","Ocean de Melo","Dacey Costa"
357,WhatsApp,HootSuite,"2022-01-08 00:00:00","2023-10-08 00:00:00","Amos Furtado","Noelle Monteiro"
358,Chatbot,Freshdesk,"2024-08-17 00:00:00","2023-10-31 00:00:00","Larissa Moraes","Slade Rocha"
359,Telegram,Zendesk,"2020-10-31 00:00:00","2025-08-02 00:00:00","Erasmus de Assis","Lee Braz"
360,Chatbot,Freshdesk,"2020-10-07 00:00:00","2024-01-09 00:00:00","Bianca Pereira","Quinn de Abreu"
361,RedesSociais,Five9,"2022-05-14 00:00:00","2024-05-13 00:00:00","Ulysses Morais","Hannah de Azevedo"
362,E-mail,HootSuite,"2021-02-08 00:00:00","2024-06-11 00:00:00","Nomlanga Vaz","Linda Tavares"
363,Chatbot,SalesforeceServiceNow,"2021-09-18 00:00:00","2025-09-20 00:00:00","Branden Abreu","Beverly Chagas"
364,WhatsApp,Freshdesk,"2020-09-30 00:00:00","2025-09-19 00:00:00","Rashad Reis","William Fonseca"
365,E-mail,Zendesk,"2020-03-25 00:00:00","2024-08-07 00:00:00","Ulric Borges","Shad Ferreira"
366,App,SalesforeceServiceNow,"2020-11-04 00:00:00","2024-10-24 00:00:00","Madaline Morais","Robin Ribeiro"
367,SMS,HootSuite,"2023-05-28 00:00:00","2024-08-08 00:00:00","Lisandra Abreu","Octavius Sales"
368,RedesSociais,SproutSocial,"2020-04-12 00:00:00","2024-06-08 00:00:00","Martina de Paula","George Carneiro"
369,RedesSociais,HootSuite,"2023-06-08 00:00:00","2023-10-24 00:00:00","Deborah Furtado","Idona Caetano"
370,E-mail,SproutSocial,"2022-06-12 00:00:00","2025-09-01 00:00:00","Cameran de Assis","Tanisha Correa"
371,Chatbot,LiveChat,"2020-10-02 00:00:00","2025-01-08 00:00:00","Elizabeth Guedes","Christian Matias"
372,RedesSociais,Ticketing,"2021-07-03 00:00:00","2024-03-18 00:00:00","Xenos Gonzaga","Ira de Moraes"
373,Chatbot,Five9,"2021-07-09 00:00:00","2023-12-29 00:00:00","Jaime Messias","Jordan Das Dores"
374,SMS,Drift,"2023-12-25 00:00:00","2025-01-27 00:00:00","Chase Galdino","Irma Domingos"
375,Chat,Zendesk,"2022-02-15 00:00:00","2024-11-04 00:00:00","Julie do Carmo","Yoshio Mendonca"
376,App,SproutSocial,"2023-04-26 00:00:00","2024-04-26 00:00:00","Regan Silva","Gregory da Cunha"
377,Telefone,SproutSocial,"2021-04-16 00:00:00","2025-06-25 00:00:00","Aimee Fernandes","Ivana Mendonca"
378,App,LiveChat,"2024-05-27 00:00:00","2024-12-15 00:00:00","Miriam Fonseca","Claire Inacio"
379,Telegram,Five9,"2022-06-29 00:00:00","2024-10-20 00:00:00","Joshua Coelho","Kylan de Oliveira"
380,Telefone,Zendesk,"2023-01-23 00:00:00","2023-11-11 00:00:00","Jada Simoes","Marny Martins"
381,Telefone,Zendesk,"2020-03-20 00:00:00","2023-12-30 00:00:00","Danielle Pinheiro","Sonya Castro"
382,Chat,Freshdesk,"2020-08-26 00:00:00","2024-03-04 00:00:00","Kirsten Sampaio","Jessamine Nunes"
383,Chat,HootSuite,"2021-09-05 00:00:00","2024-01-22 00:00:00","Chloe Braga","Barbara Mariano"
384,App,LiveChat,"2020-08-04 00:00:00","2025-08-26 00:00:00","Isadora Vieira","Tanisha de Freitas"
385,Telefone,Five9,"2021-06-16 00:00:00","2025-06-22 00:00:00","Xandra Dias","Arsenio Duarte"
386,RedesSociais,LiveChat,"2020-12-16 00:00:00","2024-11-05 00:00:00","Gwendolyn Guimaraes","Jarrod Inacio"
387,Chatbot,Intercom,"2024-02-19 00:00:00","2024-05-04 00:00:00","Lyle Duarte","Selma da Cruz"
388,Telegram,Zendesk,"2023-04-04 00:00:00","2024-06-04 00:00:00","Jared Santiago","Lael Rocha"
389,Telefone,SalesforeceServiceNow,"2020-12-15 00:00:00","2024-01-09 00:00:00","Clinton Faria","Hedley Reis"
390,SMS,Ticketing,"2022-04-15 00:00:00","2025-03-25 00:00:00","Lester Rocha","Ava Mendonca"
391,E-mail,LiveChat,"2022-05-05 00:00:00","2024-05-02 00:00:00","Gloria Andrade","Uma Barboza"
392,SMS,Zendesk,"2023-12-27 00:00:00","2024-01-23 00:00:00","Avram Barboza","Lee Cunha"
393,Chatbot,SproutSocial,"2024-07-28 00:00:00","2023-11-09 00:00:00","Minerva Viana","Jonah Ramos"
394,Chat,SproutSocial,"2020-01-01 00:00:00","2024-05-23 00:00:00","Mikayla Vaz","Reed Diniz"
395,Chatbot,Zendesk,"2024-02-23 00:00:00","2024-08-14 00:00:00","Bevis Dantas","Arthur de Assis"
396,Chat,Five9,"2020-08-08 00:00:00","2023-11-07 00:00:00","Keith Galdino","Jillian dos Reis"
397,E-mail,SalesforeceServiceNow,"2021-01-20 00:00:00","2024-05-05 00:00:00","Harper de Andrade","Wylie Tavares"
398,Telefone,Freshdesk,"2021-03-20 00:00:00","2024-08-04 00:00:00","Alec Inacio","Christopher Chagas"
399,Telegram,Five9,"2023-08-30 00:00:00","2025-09-01 00:00:00","Delilah Evangelista","Maxwell Sántos"
400,Chat,Freshdesk,"2022-01-06 00:00:00","2024-11-02 00:00:00","Jerome Miranda","Vincent Inacio"
401,SMS,SalesforeceServiceNow,"2023-06-16 00:00:00","2024-02-24 00:00:00","Rama Trindade","Dexter Coutinho"
402,E-mail,SalesforeceServiceNow,"2024-03-30 00:00:00","2025-06-12 00:00:00","Jade Rosa","Hiram da Costa"
403,SMS,Intercom,"2023-06-20 00:00:00","2024-06-21 00:00:00","Caryn Freire","Shaine Nonato"
404,RedesSociais,Drift,"2021-02-14 00:00:00","2024-12-28 00:00:00","Winifred Franca","Galvin Nascimento"
405,Chat,SproutSocial,"2024-07-11 00:00:00","2024-05-08 00:00:00","Emerald Henrique","Ulla Fonseca"
406,RedesSociais,SalesforeceServiceNow,"2023-12-07 00:00:00","2024-03-04 00:00:00","Sebastian Santos","Florence Cruz"
407,E-mail,Five9,"2021-06-29 00:00:00","2025-09-20 00:00:00","Martha Das Dores","Ainsley Menezes"
408,WhatsApp,Ticketing,"2020-04-08 00:00:00","2023-12-19 00:00:00","Vielka Fagundes","Deacon do Carmo"
409,Chat,HootSuite,"2024-07-06 00:00:00","2024-02-21 00:00:00","Sharon de Almeida","Justin Souza"
410,RedesSociais,SproutSocial,"2023-06-18 00:00:00","2023-12-21 00:00:00","Emma da Conceiçao","Avram Barreto"
411,App,SalesforeceServiceNow,"2024-05-09 00:00:00","2025-09-08 00:00:00","Shana de Jesus","Yoshi Cruz"
412,App,Intercom,"2024-05-30 00:00:00","2025-06-04 00:00:00","Cooper Brandao","Dylan Messias"
413,RedesSociais,SalesforeceServiceNow,"2022-09-05 00:00:00","2024-05-24 00:00:00","Kirby de Almeida","Olga Lopes"
414,E-mail,Five9,"2023-02-03 00:00:00","2025-01-15 00:00:00","Melanie Nonato","Zenia Nunes"
415,Telegram,Five9,"2023-11-28 00:00:00","2024-11-08 00:00:00","Neil Medeiros","Shannon da Silveira"
416,Chatbot,SalesforeceServiceNow,"2021-04-03 00:00:00","2025-09-12 00:00:00","Lani de Matos","Andrew Sántos"
417,SMS,Five9,"2023-10-14 00:00:00","2024-07-31 00:00:00","Aurora Sántos","Jessamine do Nascimento"
418,Telegram,Intercom,"2024-09-10 00:00:00","2025-02-26 00:00:00","Eric Costa","Arden Dutra"
419,Chatbot,LiveChat,"2023-11-26 00:00:00","2023-12-24 00:00:00","Elijah Bastos","Ross Cavalcante"
420,SMS,Five9,"2021-01-08 00:00:00","2024-03-17 00:00:00","Clinton Almeida","Keith de Santana"
421,Telefone,Five9,"2022-07-21 00:00:00","2023-12-26 00:00:00","Hamilton Braz","Kylynn Silva"
422,Telefone,SproutSocial,"2024-06-05 00:00:00","2025-09-15 00:00:00","Quintessa Barreto","Reuben Barreto"
423,RedesSociais,SalesforeceServiceNow,"2023-07-13 00:00:00","2024-12-10 00:00:00","Cecilia de Melo","Andrew Dantas"
424,WhatsApp,Zendesk,"2021-10-02 00:00:00","2024-04-18 00:00:00","Noah Teles","Clinton da Silva"
425,Chatbot,HootSuite,"2021-11-06 00:00:00","2024-09-23 00:00:00","Lucian Lima","Caryn da Cruz"
426,E-mail,Freshdesk,"2022-07-15 00:00:00","2024-10-08 00:00:00","Nasim Das Neves","Erasmus Medeiros"
427,Chatbot,SalesforeceServiceNow,"2021-06-09 00:00:00","2024-01-02 00:00:00","Winter Braga","Buckminster Marinho"
428,App,Ticketing,"2022-09-10 00:00:00","2024-04-03 00:00:00","Colby Alves","Walter Franco"
429,WhatsApp,SalesforeceServiceNow,"2020-02-09 00:00:00","2024-01-10 00:00:00","Tad Mendes","Sharon Medeiros"
430,Chatbot,Intercom,"2024-07-27 00:00:00","2025-01-27 00:00:00","Jerome de Almeida","Tanisha de Carvalho"
431,E-mail,HootSuite,"2020-07-11 00:00:00","2023-10-08 00:00:00","Beck Brito","Cynthia Correa"
432,Telefone,Five9,"2022-06-10 00:00:00","2025-04-04 00:00:00","Sydnee Camargo","Aurelia Aguiar"
433,Telefone,Intercom,"2020-07-25 00:00:00","2025-01-29 00:00:00","Kaye Nunes","Carissa Vaz"
434,SMS,Drift,"2023-06-02 00:00:00","2024-04-02 00:00:00","Jackson Das Neves","Martin de Morais"
435,RedesSociais,Intercom,"2022-07-22 00:00:00","2024-10-14 00:00:00","Wyatt de Lima","Marvin Sales"
436,RedesSociais,LiveChat,"2024-09-17 00:00:00","2024-08-31 00:00:00","Mia Bispo","Cadman Farias"
437,Telegram,Intercom,"2023-01-05 00:00:00","2025-09-15 00:00:00","Sybill Das Dores","Shelley Franco"
438,E-mail,Intercom,"2021-01-29 00:00:00","2024-08-01 00:00:00","Tarik Felix","Elton Bezerra"
439,Telegram,LiveChat,"2020-02-22 00:00:00","2023-10-04 00:00:00","Malcolm de Campos","Graiden Monteiro"
440,RedesSociais,LiveChat,"2020-11-12 00:00:00","2024-06-29 00:00:00","Ishmael da Silveira","Deirdre Inacio"
441,Telegram,SproutSocial,"2020-01-13 00:00:00","2025-04-29 00:00:00","Emerald Henrique","Kameko Viana"
442,Chat,SproutSocial,"2020-02-14 00:00:00","2024-02-21 00:00:00","Kareem Vaz","Cheryl Diniz"
443,Telefone,Zendesk,"2021-01-26 00:00:00","2025-05-02 00:00:00","Melinda Matias","Amaya Siqueira"
444,Telefone,Zendesk,"2023-07-12 00:00:00","2024-08-19 00:00:00","Uma Franca","Laith Aparecido"
445,E-mail,LiveChat,"2020-06-14 00:00:00","2025-08-06 00:00:00","Simone Gonçalves","Drake Aparecido"
446,App,Five9,"2020-08-14 00:00:00","2023-10-29 00:00:00","Nadine Marques","Francesca de Barros"
447,E-mail,HootSuite,"2023-06-15 00:00:00","2024-10-29 00:00:00","Rama Mendonca","Warren Maciel"
448,RedesSociais,SproutSocial,"2022-08-07 00:00:00","2025-06-24 00:00:00","Odessa Furtado","Summer Nunes"
449,RedesSociais,HootSuite,"2023-01-09 00:00:00","2025-01-10 00:00:00","Gareth Das Dores","Eve Morais"
450,Chatbot,SproutSocial,"2024-07-14 00:00:00","2025-05-16 00:00:00","Brendan Cruz","Salvador Fernandes"
451,Telefone,Zendesk,"2023-06-16 00:00:00","2024-06-07 00:00:00","Jakeem Lima","Lev de Araujo"
452,RedesSociais,Intercom,"2021-09-20 00:00:00","2024-12-28 00:00:00","Tarik Gomes","Merritt do Carmo"
453,RedesSociais,SalesforeceServiceNow,"2021-12-12 00:00:00","2025-08-01 00:00:00","Claire Ferraz","Odette Custodio"
